token	lemma	POS	morph	treated
de	de	PRE	MORPH=empty	de
tel	tel	DETind	NOMB.=s|GENRE=m|CAS=r	tel
peril	peril	NOMcom	NOMB.=s|GENRE=m|CAS=r	peril
.	.	PONfrt	MORPH=empty	.
Nel	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	Nel
peüst	pöoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	peüst
faire	faire	VERinf	MORPH=empty	faire
por	por2	PRE	MORPH=empty	por
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
fil	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=r	fil
Nus	nul	DETind	NOMB.=s|GENRE=m|CAS=n	Nus
peres	pere	NOMcom	NOMB.=s|GENRE=m|CAS=n	peres
,	,	PONfbl	MORPH=empty	,
tant	tant	ADVgen	DEGRE=-	tant
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
fust	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	fust
verais	verai	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	verais
.	.	PONfrt	MORPH=empty	.
Or	or4	ADVgen	DEGRE=-	Or
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
poise	peser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	poise
que	que4	CONsub	MORPH=empty	que
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
lais	laissier	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p	lais
;	;	PONfbl	MORPH=empty	;
Mais	mais1	ADVgen	MORPH=empty	Mais
saciés	savoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p	saciés
bien	bien1	ADVgen	DEGRE=p	bien
que	que4	CONsub	MORPH=empty	que
toute	tot	DETind	NOMB.=s|GENRE=f|CAS=r	toute
voie	vëoir	NOMcom	NOMB.=s|GENRE=f|CAS=n	voie
Serai	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	Serai
jou	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	jou
vostres	vostre	ADJpos	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vostres
u	o3	PROrel	MORPH=empty	u
que	que2	PROrel	MORPH=empty	que
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
soie	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s	soie
;	;	PONfbl	MORPH=empty	;
Que	que4	CONsub	NOMB.=s	Que
plus	plus	ADVgen	DEGRE=-	plus
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	doit
on	on	PROind	NOMB.=s|GENRE=n|CAS=n	on
celui	cel	PROdem	NOMB.=s|GENRE=m|CAS=r	celui
amer	amer1	VERinf	MORPH=empty	amer
Sor	sor2	PRE	MORPH=empty	Sor
cui	cui	PROrel	NOMB.=s|GENRE=m|CAS=r	cui
on	on	PROind	NOMB.=s|GENRE=n|CAS=n	on
ne	ne1	ADVneg	MORPH=empty	ne
peut	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	peut
nient	nïent	PROind	NOMB.=s|GENRE=n	nient
clamer	clamer	VERinf	MORPH=empty	clamer
Que	que4	CONcoo	MORPH=empty	Que
celui	cel	PROdem	NOMB.=s|GENRE=m|CAS=r	celui
sor	sor2	PRE	MORPH=empty	sor
cui	cui	PROrel	NOMB.=s|GENRE=m|CAS=r	cui
on	on	PROind	NOMB.=s|GENRE=n|CAS=n	on
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3	a
droit	droit	NOMcom	NOMB.=s|GENRE=m|CAS=r	droit
,	,	PONfbl	MORPH=empty	,
Quant	cant1	CONsub	MORPH=empty	Quant
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	cil
sert	servir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	sert
plus	plus	ADVgen	DEGRE=-	plus
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
nient	nïent	ADVneg	PERS.=3|NOMB.=s|GENRE=n	nient
ne	ne1	ADVneg	MORPH=empty	ne
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	doit
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
Quant	cant1	CONsub	MORPH=empty	Quant
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
vilains	vilain	NOMcom	NOMB.=s|GENRE=m|CAS=n	vilains
ot	öir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
et	et	CONcoo	MORPH=empty	et
entent	entendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	entent
Que	que4	CONsub	MORPH=empty	Que
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
enfes	enfant	NOMcom	NOMB.=s|GENRE=m|CAS=n	enfes
si	si	ADVgen	DEGRE=-	si
doucement	doucement	ADVgen	DEGRE=p	doucement
Connoist	conoistre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	Connoist
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
biens	bien2	NOMcom	NOMB.=p|GENRE=m|CAS=r	biens
qu'	que2	PROrel	CAS=r	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
fais	faire	VERppe	NOMB.=s|GENRE=m|CAS=r	fais
,	,	PONfbl	MORPH=empty	,
Se	se	CONsub	GENRE=n	Se
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	dist
:	:	PONfbl	MORPH=empty	:
«	«	PONfbl	MORPH=empty	«
Or	or4	ADVgen	DEGRE=-	Or
soiés	estre1	VERcjg	MODE=imp|TEMPS=pst|PERS.=2|NOMB.=p	soiés
en	en1	PRE	MORPH=empty	en
pais	pais	NOMcom	NOMB.=s|GENRE=f|CAS=r	pais
,	,	PONfbl	MORPH=empty	,
Biax	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	Biax
fix	fil2	NOMcom	NOMB.=s|GENRE=m|CAS=n	fix
,	,	PONfbl	MORPH=empty	,
que	que2	PROrel	MORPH=empty	que
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
menti	mentir	VERppe	NOMB.=s|GENRE=m|CAS=r	menti
.	.	PONfrt	MORPH=empty	.
Lués	luès	ADVgen	NOMB.=s|GENRE=m|CAS=n	Lués
maintenant	maintenant	ADVgen	DEGRE=-	maintenant
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
repenti	repentir	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	repenti
Que	que4	CONsub	MORPH=empty	Que
jou	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	jou
euc	avoir	NOMcom	NOMB.=s	euc
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
mençoigne	mençogne	VERcjg	PERS.=1|NOMB.=s|CAS=r	mençoigne
dite	dire	VERppe	NOMB.=s|GENRE=f|CAS=r	dite
;	;	PONfbl	MORPH=empty	;
Mais	mais1	CONcoo	MORPH=empty	Mais
bien	bien1	ADVgen	DEGRE=p	bien
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
devés	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	devés
clamer	clamer	VERinf	MORPH=empty	clamer
cuite	quite	ADJqua	MODE=ind|NOMB.=s|GENRE=m|CAS=r|DEGRE=p	cuite
Por	por2	PRE	MORPH=empty	Por
çou	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	çou
que	que4	CONsub	NOMB.=s	que
jou	je	PROper.PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	jou
estoie	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s	estoie
iriés	irier	VERppe	NOMB.=s|GENRE=m|CAS=n	iriés
.	.	PONfrt	MORPH=empty	.
Vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	Vos
n'	ne1	ADVneg	MORPH=empty	n
en	en2	PROadv	MORPH=empty	en
estes	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	estes
point	point	ADVneg	MORPH=empty	point
empiriés	empirier	VERppe	NOMB.=p|GENRE=m|CAS=n	empiriés
De	de	PRE	MORPH=empty	De
cose	chose	NOMcom	NOMB.=s|GENRE=f|CAS=r	cose
que	que2	PROrel	NOMB.=s|GENRE=f|CAS=r	que
dite	dire	VERppe	NOMB.=s|GENRE=f|CAS=r	dite
vous	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vous
aie	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s	aie
,	,	PONfbl	MORPH=empty	,
Car	car	CONcoo	MORPH=empty	Car
cols	coup1	NOMcom	NOMB.=s|GENRE=m|CAS=n	cols
de	de	PRE	MORPH=empty	de
lange	lange	NOMcom	NOMB.=s|GENRE=m|CAS=r	lange
ne	ne1	ADVneg	MORPH=empty	ne
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
plaie	plaie1	NOMcom	NOMB.=s|GENRE=f|CAS=r	plaie
.	.	PONfrt	MORPH=empty	.
Soiés	estre1	VERcjg	MODE=imp|PERS.=2|NOMB.=p	Soiés
en	en1	PRE	MORPH=empty	en
pais	päis	NOMcom	NOMB.=s|GENRE=f|CAS=r	pais
,	,	PONfbl	MORPH=empty	,
si	si	ADVgen	DEGRE=-	si
remanés	remanoir	VERppe	MODE=imp|PERS.=2|NOMB.=p|CAS=n	remanés
Entour	entor	PRE	MORPH=empty	Entour
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	moi
,	,	PONfbl	MORPH=empty	,
et	et	CONcoo	MORPH=empty	et
si	si	ADVgen	DEGRE=-	si
aprenés	aprendre	VERcjg	MODE=imp|PERS.=2|NOMB.=p	aprenés
A	a3	PRE	MORPH=empty	A
gaaignier	gäaignier1	VERinf	MORPH=empty	gaaignier
si	si	ADVgen	DEGRE=-	si
com	come1	CONsub	MORPH=empty	com
jou	je	PROper.PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	jou
fis	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	fis
.	.	PONfrt	MORPH=empty	.
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
rices	riche	NOMcom	NOMB.=s|GENRE=m|CAS=n	rices
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
moult	mout	ADVgen	DEGRE=-	moult
troeve	trover	ADJqua	NOMB.=s	troeve
amis	ami	NOMcom	NOMB.=s|GENRE=m|CAS=n	amis
;	;	PONfbl	MORPH=empty	;
Et	et	CONcoo	MORPH=empty	Et
si	si	ADVgen	DEGRE=-	si
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
moult	mout	ADVgen	DEGRE=-	moult
vix	vil1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	vix
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
nient	nïent	PROind	NOMB.=s|GENRE=n	nient
n'	ne1	ADVneg	MORPH=empty	n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
,	,	PONfbl	MORPH=empty	,
Ja	ja	ADVgen	DEGRE=-	Ja
nus	nul	PROind	NOMB.=s|GENRE=m|CAS=n	nus
ne	ne1	ADVneg	MORPH=empty	ne
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
apartenra	apartenir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	apartenra
,	,	PONfbl	MORPH=empty	,
Ne	ne2	CONcoo	MORPH=empty	Ne
ne	ne1	ADVneg	MORPH=empty	ne
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
aime	amer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	aime
ne	ne2	CONcoo	MORPH=empty	ne
ne	ne1	ADVneg	MORPH=empty	ne
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
prise	prisier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	prise
.	.	PONfrt	MORPH=empty	.
Se	se	CONsub	MORPH=empty	Se
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	tu
vas	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s	vas
en	en1	PRE	MORPH=empty	en
autrui	autrui	PROind	NOMB.=s|GENRE=m|CAS=i	autrui
servise	servise	NOMcom	NOMB.=s|GENRE=m|CAS=r	servise
Et	et	CONcoo	MORPH=empty	Et
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	tu
es	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s	es
povres	povre	NOMcom	NOMB.=s|GENRE=m|CAS=r	povres
,	,	PONfbl	MORPH=empty	,
trestout	trestot	DETind	GENRE=m|CAS=n	trestout
cil	cel	PROdem	NOMB.=p|GENRE=m|CAS=n	cil
Qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	Qui
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	te
verront	vëoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p	verront
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	te
tenront	tenir1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p	tenront
vil	vil1	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p	vil
;	;	PONfbl	MORPH=empty	;
Que	que4	CONsub	MORPH=empty	Que
sage	sage	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	sage
povre	povre	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	povre
,	,	PONfbl	MORPH=empty	,
hui	ui	ADVgen	DEGRE=-	hui
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
jors	jor	NOMcom	NOMB.=s|GENRE=m|CAS=n	jors
,	,	PONfbl	MORPH=empty	,
Tient	tenir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	Tient
on	on	PROind	NOMB.=s|GENRE=n|CAS=n	on
por	por2	PRE	MORPH=empty	por
fol	fol3	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	fol
en	en1	PRE	MORPH=empty	en
totes	tot	DETind	NOMB.=p|GENRE=f|CAS=r	totes
cors	cors1	NOMcom	NOMB.=p|GENRE=f|CAS=r	cors
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
rice	riche	NOMcom	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	rice
fol	fol3	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	fol
tient	tenir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	tient
on	on	PROind	NOMB.=s|GENRE=n|CAS=n	on
a	a3	PRE	MORPH=empty	a
sage	sage	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	sage
;	;	PONfbl	MORPH=empty	;
Ensi	ainsi	ADVgen	DEGRE=-	Ensi
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
mais	mais1	ADVgen	DEGRE=-	mais
tot	tot	PROind	GENRE=n|CAS=r|DEGRE=-	tot
en	en1	PRE	MORPH=empty	en
usage	usage	NOMcom	NOMB.=s|GENRE=m|CAS=r	usage
:	:	PONfbl	MORPH=empty	:
Por	por2	PRE	MORPH=empty	Por
çou	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	çou
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	te
loc	los1	VERcjg	NOMB.=s	loc
jou	je	PROper	PERS.=1|NOMB.=s|CAS=r	jou
et	et	CONcoo	MORPH=empty	et
commant	comander	ADVsub	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	commant
C'	que4	CONsub	MORPH=empty	C
onques	onque	ADVgen	DEGRE=-	onques
ne	ne1	ADVneg	MORPH=empty	ne
t'	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
en	en2	PROadv	MORPH=empty	en
caille	chaille	VERcjg	NOMB.=s|GENRE=f|CAS=r	caille
comment	coment1	ADVsub	MORPH=empty	comment
Tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	Tu
puisses	pöoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=2|NOMB.=s	puisses
avoir	avoir	VERinf	MORPH=empty	avoir
assanler	assembler	VERinf	MORPH=empty	assanler
,	,	PONfbl	MORPH=empty	,
Se	se	CONsub	MORPH=empty	Se
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	tu
veus	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s	veus
sages	sage	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	sages
resanler	resembler	VERinf	MORPH=empty	resanler
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
De	de	PRE	MORPH=empty	De
tout	tot	DETind	NOMB.=s|GENRE=n|CAS=r	tout
çou	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	çou
n'	ne1	ADVneg	MORPH=empty	n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
enfes	enfant	NOMcom	NOMB.=s|GENRE=m|CAS=n	enfes
cure	cure	NOMcom	NOMB.=s|GENRE=f|CAS=r	cure
;	;	PONfbl	MORPH=empty	;
N'	ne1	ADVneg	MORPH=empty	N
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
soing	soing	NOMcom	NOMB.=s|GENRE=m|CAS=r	soing
de	de	PRE	MORPH=empty	de
prester	prester	VERinf	MORPH=empty	prester
a	a3	PRE	MORPH=empty	a
usure	usure	NOMcom	NOMB.=s|GENRE=f|CAS=r	usure
,	,	PONfbl	MORPH=empty	,
Que	que4	CONsub	MORPH=empty	Que
se	se	CONsub	PERS.=3|NOMB.=s|GENRE=f	se
nature	nature	NOMcom	NOMB.=s|GENRE=f|CAS=n	nature
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
caloigne	chalongier	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	caloigne
:	:	PONfbl	MORPH=empty	:
«	«	PONfbl	MORPH=empty	«
Sire	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=n	Sire
,	,	PONfbl	MORPH=empty	,
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fait
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
,	,	PONfbl	MORPH=empty	,
or	or4	ADVgen	DEGRE=-	or
soit	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	soit
mençoigne	mençogne	NOMcom	NOMB.=s|GENRE=m|CAS=n	mençoigne
Ou	o3	CONcoo	MORPH=empty	Ou
verités	verité	NOMcom	NOMB.=s|GENRE=f|CAS=r	verités
çou	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	çou
que	que2	PROrel	NOMB.=s|GENRE=n|CAS=r	que
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vos
dites	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	dites
,	,	PONfbl	MORPH=empty	,
Drois	droit	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	Drois
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
que	que4	CONsub	MORPH=empty	que
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vos
en	en2	PROadv	MORPH=empty	en
soiés	estre1	VERcjg	MODE=sub|TEMPS=pst|PERS.=2|NOMB.=p	soiés
cuites	cuire	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	cuites
:	:	PONfbl	MORPH=empty	:
Ja	ja	ADVgen	DEGRE=-	Ja
mau	mal1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	mau
gré	gré2	NOMcom	NOMB.=s|GENRE=m|CAS=r	gré
ne	ne1	ADVneg	MORPH=empty	ne
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
en	en2	PROadv	MORPH=empty	en
sarai	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	sarai
.	.	PONfrt	MORPH=empty	.
Mais	mais1	CONcoo	MORPH=empty	Mais
saciés	savoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p	saciés
bien	bien1	ADVgen	DEGRE=p	bien
,	,	PONfbl	MORPH=empty	,
u	où	PROrel	MORPH=empty	u
jou	je	PROper.PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	jou
arai	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	arai
Congié	congié	NOMcom	NOMB.=s|GENRE=m|CAS=r	Congié
de	de	PRE	MORPH=empty	de
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
sans	sans	PRE	MORPH=empty	sans
plus	plus	ADVgen	DEGRE=-	plus
atendre	atendre	VERinf	MORPH=empty	atendre
,	,	PONfbl	MORPH=empty	,
U	o3	PROrel	GENRE=n	U
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	j
en	en2	PROadv	MORPH=empty	en
ira	aler	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	ira
sans	sans	PRE	MORPH=empty	sans
congié	congié	NOMcom	NOMB.=s|GENRE=m|CAS=r	congié
prendre	prendre	VERinf	MORPH=empty	prendre
;	;	PONfbl	MORPH=empty	;
En	en1	PRE	MORPH=empty	En
larecin	larrecin	NOMcom	NOMB.=s|GENRE=m|CAS=r	larecin
u	o3	CONcoo	MORPH=empty	u
en	en1	PRE	MORPH=empty	en
enblee	emblee	NOMcom	NOMB.=s|GENRE=f|CAS=r	enblee
M'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	M
en	en2	PROadv	MORPH=empty	en
irai	aler	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	irai
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r	une
matinee	matinee	NOMcom	NOMB.=s|GENRE=f|CAS=r	matinee
,	,	PONfbl	MORPH=empty	,
Se	se	CONsub	MORPH=empty	Se
vos	vos	DETpos	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vos
congié	congié	NOMcom	MODE=ind|NOMB.=s|GENRE=m	congié
ne	ne1	ADVneg	MORPH=empty	ne
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
donés	doner	VERcjg	MODE=imp|PERS.=2|NOMB.=p	donés
.	.	PONfrt	MORPH=empty	.
–	–	PONfbl	MORPH=empty	–
Biax	bel1	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	Biax
dous	douz	ADJcar	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	dous
fils	fil2	NOMcom	NOMB.=p|GENRE=m|CAS=r	fils
,	,	PONfbl	MORPH=empty	,
dont	dont	PROrel	CAS=i	dont
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vos
remanés	remanoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	remanés
Anuit	anuit	ADVgen	DEGRE=-	Anuit
mais	mais1	CONcoo	DEGRE=-	mais
dusqu'	dusque	PRE	NOMB.=s|DEGRE=-	dusqu
a	a3	PRE	MORPH=empty	a
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
matin	matin2	NOMcom	NOMB.=s|GENRE=m|CAS=r	matin
.	.	PONfrt	MORPH=empty	.
–	–	PONfbl	MORPH=empty	–
De	de	PRE	MORPH=empty	De
N'	ne1	ADVneg	MORPH=empty	N
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
que	que1	ADVgen	NOMB.=s	que
faire	faire	VERinf	MORPH=empty	faire
de	de	PRE	MORPH=empty	de
cel	cel	DETdem	NOMB.=s|GENRE=m|CAS=r	cel
latin	latin	NOMcom	NOMB.=s|GENRE=m|CAS=r	latin
,	,	PONfbl	MORPH=empty	,
ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=r	ceste
priiere	priiere	NOMcom	NOMB.=s|GENRE=f|CAS=r	priiere
n'	ne1	ADVneg	MORPH=empty	n
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
soing	soing	NOMcom	NOMB.=s|GENRE=m|CAS=r	soing
;	;	PONfbl	MORPH=empty	;
Encor	encore	ADVgen	DEGRE=-	Encor
iroie	aler	VERcjg	MODE=con|PERS.=1|NOMB.=s	iroie
ancui	encui	ADVgen	DEGRE=-	ancui
moult	mout	ADVgen	DEGRE=-	moult
loing	loing	ADVgen	DEGRE=-	loing
,	,	PONfbl	MORPH=empty	,
Se	se	CONsub	MORPH=empty	Se
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	j
estoie	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s	estoie
de	de	PRE	MORPH=empty	de
ci	ci	ADVgen	DEGRE=-	ci
tornés	torner	VERppe	NOMB.=p|GENRE=m|CAS=n	tornés
.	.	PONfrt	MORPH=empty	.
–	–	PONfbl	MORPH=empty	–
N'	ne1	ADVneg	MORPH=empty	N
es	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s	es
mie	mie	ADVneg	MORPH=empty	mie
encor	encore	ADVgen	DEGRE=-	encor
bien	bien1	ADVgen	DEGRE=p	bien
atornés	atorner	VERppe	NOMB.=s|GENRE=m|CAS=n	atornés
,	,	PONfbl	MORPH=empty	,
N'	ne1	ADVneg	MORPH=empty	N
aparilliés	apareillier1	VERppe	MODE=imp|PERS.=2|NOMB.=s	aparilliés
a	a3	PRE	MORPH=empty	a
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
talant	talent	NOMcom	NOMB.=s|GENRE=m|CAS=r	talant
.	.	PONfrt	MORPH=empty	.
–	–	PONfbl	MORPH=empty	–
Vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	Vos
alés	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	alés
de	de	PRE	MORPH=empty	de
noient	nïent	PROind	NOMB.=s|GENRE=n|CAS=r	noient
