token	lemma	POS	morph	treated
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
dite	dire	VERppe	NOMB.=s|GENRE=f|CAS=r	dite
.	.	PONfrt	MORPH=empty	.
"	"	PONfbl	MORPH=empty	"
Ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	Ge
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
an	en2	PROadv	MORPH=empty	an
claim	clamer	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	claim
,	,	PONfbl	MORPH=empty	,
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fet
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
,	,	PONfbl	MORPH=empty	,
tot	tot	ADVgen	DEGRE=-	tot
quite	quite	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	quite
.	.	PONfrt	MORPH=empty	.
Mes	mais1	CONcoo	MORPH=empty	Mes
remontez	remonter	VERppe	MODE=imp|NOMB.=p|GENRE=m	remontez
.	.	PONfrt	MORPH=empty	.
"	"	PONfbl	MORPH=empty	"
Et	et	CONcoo	MORPH=empty	Et
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	cil
remonte	remonter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	remonte
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
de	de	PRE	MORPH=empty	de
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
folie	folie2	NOMcom	NOMB.=s|GENRE=f|CAS=r	folie
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
honte	honte	NOMcom	NOMB.=s|GENRE=f|CAS=r	honte
,	,	PONfbl	MORPH=empty	,
et	et	CONcoo	MORPH=empty	et
dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	dist
:	:	PONfbl	MORPH=empty	:
